"recording_id","file_name","recording_file_path","annotation_file_path","unique_code","espece","date"
6336,"Aves_BN5508Benque31FR_29V2020_0921.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5508Benque31FR_29V2020_0921.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5508Benque31FR_29V2020_0921.txt","Aves_BN5508Benque31FR_29V2020_0921","Carduelis carduelis","29/05/2020"
6337,"Aves_BN5509Benque31FR_29V2020_0922.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5509Benque31FR_29V2020_0922.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5509Benque31FR_29V2020_0922.txt","Aves_BN5509Benque31FR_29V2020_0922","Carduelis carduelis","29/05/2020"
6338,"Aves_BN5581Benque31FR_29V2020_2929.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5581Benque31FR_29V2020_2929.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5581Benque31FR_29V2020_2929.txt","Aves_BN5581Benque31FR_29V2020_2929","Carduelis carduelis","29/05/2020"
6339,"Aves_BN5590Benque31FR_29V2020_1212.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5590Benque31FR_29V2020_1212.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5590Benque31FR_29V2020_1212.txt","Aves_BN5590Benque31FR_29V2020_1212","Carduelis carduelis","29/05/2020"
6340,"Aves_BN5591Benque31FR_29V2020_1212.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5591Benque31FR_29V2020_1212.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5591Benque31FR_29V2020_1212.txt","Aves_BN5591Benque31FR_29V2020_1212","Carduelis carduelis","29/05/2020"
6341,"Aves_BN5592Benque31FR_29V2020_1212.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5592Benque31FR_29V2020_1212.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5592Benque31FR_29V2020_1212.txt","Aves_BN5592Benque31FR_29V2020_1212","Carduelis carduelis","29/05/2020"
6342,"Aves_BN5593Benque31FR_29V2020_1212.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5593Benque31FR_29V2020_1212.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5593Benque31FR_29V2020_1212.txt","Aves_BN5593Benque31FR_29V2020_1212","Carduelis carduelis","29/05/2020"
6343,"Aves_BN5594Benque31FR_29V2020_1313.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5594Benque31FR_29V2020_1313.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5594Benque31FR_29V2020_1313.txt","Aves_BN5594Benque31FR_29V2020_1313","Carduelis carduelis","29/05/2020"
6344,"Aves_BN5595Benque31FR_29V2020_1313.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5595Benque31FR_29V2020_1313.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5595Benque31FR_29V2020_1313.txt","Aves_BN5595Benque31FR_29V2020_1313","Carduelis carduelis","29/05/2020"
6345,"Aves_BN5596Benque31FR_29V2020_1313.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5596Benque31FR_29V2020_1313.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5596Benque31FR_29V2020_1313.txt","Aves_BN5596Benque31FR_29V2020_1313","Carduelis carduelis","29/05/2020"
6346,"Aves_BN5597Benque31FR_29V2020_1414.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5597Benque31FR_29V2020_1414.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5597Benque31FR_29V2020_1414.txt","Aves_BN5597Benque31FR_29V2020_1414","Carduelis carduelis","29/05/2020"
6347,"Aves_BN5598Benque31FR_29V2020_1515.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5598Benque31FR_29V2020_1515.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5598Benque31FR_29V2020_1515.txt","Aves_BN5598Benque31FR_29V2020_1515","Carduelis carduelis","29/05/2020"
6348,"Aves_BN5599Benque31FR_29V2020_1515.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5599Benque31FR_29V2020_1515.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5599Benque31FR_29V2020_1515.txt","Aves_BN5599Benque31FR_29V2020_1515","Carduelis carduelis","29/05/2020"
6349,"Aves_BN5600Benque31FR_29V2020_1515.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5600Benque31FR_29V2020_1515.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5600Benque31FR_29V2020_1515.txt","Aves_BN5600Benque31FR_29V2020_1515","Carduelis carduelis","29/05/2020"
6350,"Aves_BN5601Benque31FR_29V2020_1616.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5601Benque31FR_29V2020_1616.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5601Benque31FR_29V2020_1616.txt","Aves_BN5601Benque31FR_29V2020_1616","Carduelis carduelis","29/05/2020"
6351,"Aves_BN5602Benque31FR_29V2020_1616.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5602Benque31FR_29V2020_1616.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5602Benque31FR_29V2020_1616.txt","Aves_BN5602Benque31FR_29V2020_1616","Carduelis carduelis","29/05/2020"
6352,"Aves_BN5604Benque31FR_29V2020_1616.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5604Benque31FR_29V2020_1616.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5604Benque31FR_29V2020_1616.txt","Aves_BN5604Benque31FR_29V2020_1616","Carduelis carduelis","29/05/2020"
6353,"Aves_BN5606Benque31FR_29V2020_1717.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5606Benque31FR_29V2020_1717.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5606Benque31FR_29V2020_1717.txt","Aves_BN5606Benque31FR_29V2020_1717","Carduelis carduelis","29/05/2020"
6354,"Aves_BN5607Benque31FR_29V2020_1717.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5607Benque31FR_29V2020_1717.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5607Benque31FR_29V2020_1717.txt","Aves_BN5607Benque31FR_29V2020_1717","Carduelis carduelis","29/05/2020"
6355,"Aves_BN5608Benque31FR_29V2020_1818.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5608Benque31FR_29V2020_1818.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5608Benque31FR_29V2020_1818.txt","Aves_BN5608Benque31FR_29V2020_1818","Carduelis carduelis","29/05/2020"
6356,"Aves_BN5609Benque31FR_29V2020_1818.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5609Benque31FR_29V2020_1818.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5609Benque31FR_29V2020_1818.txt","Aves_BN5609Benque31FR_29V2020_1818","Carduelis carduelis","29/05/2020"
6357,"Aves_BN5610Benque31FR_29V2020_1818.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5610Benque31FR_29V2020_1818.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5610Benque31FR_29V2020_1818.txt","Aves_BN5610Benque31FR_29V2020_1818","Carduelis carduelis","29/05/2020"
6358,"Aves_BN5611Benque31FR_29V2020_1818.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5611Benque31FR_29V2020_1818.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5611Benque31FR_29V2020_1818.txt","Aves_BN5611Benque31FR_29V2020_1818","Carduelis carduelis","29/05/2020"
6359,"Aves_BN5640Benque31FR_29V2020_707.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5640Benque31FR_29V2020_707.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5640Benque31FR_29V2020_707.txt","Aves_BN5640Benque31FR_29V2020_707","Carduelis carduelis","29/05/2020"
6360,"Aves_BN5664Benque31FR_29V2020_1919.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5664Benque31FR_29V2020_1919.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5664Benque31FR_29V2020_1919.txt","Aves_BN5664Benque31FR_29V2020_1919","Carduelis carduelis","29/05/2020"
6361,"Aves_BN5668Benque31FR_29V2020_2020.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5668Benque31FR_29V2020_2020.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5668Benque31FR_29V2020_2020.txt","Aves_BN5668Benque31FR_29V2020_2020","Carduelis carduelis","29/05/2020"
6362,"Aves_BN5669Benque31FR_29V2020_2020.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5669Benque31FR_29V2020_2020.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5669Benque31FR_29V2020_2020.txt","Aves_BN5669Benque31FR_29V2020_2020","Carduelis carduelis","29/05/2020"
6363,"Aves_BN5674Benque31FR_29V2020_2222.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5674Benque31FR_29V2020_2222.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5674Benque31FR_29V2020_2222.txt","Aves_BN5674Benque31FR_29V2020_2222","Carduelis carduelis","29/05/2020"
6364,"Aves_BN5712Benque31FR_29V2020_1414.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5712Benque31FR_29V2020_1414.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5712Benque31FR_29V2020_1414.txt","Aves_BN5712Benque31FR_29V2020_1414","Carduelis carduelis","29/05/2020"
6365,"Aves_BN5713Benque31FR_29V2020_1414.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5713Benque31FR_29V2020_1414.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5713Benque31FR_29V2020_1414.txt","Aves_BN5713Benque31FR_29V2020_1414","Carduelis carduelis","29/05/2020"
6366,"Aves_BN5714Benque31FR_29V2020_1414.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5714Benque31FR_29V2020_1414.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5714Benque31FR_29V2020_1414.txt","Aves_BN5714Benque31FR_29V2020_1414","Carduelis carduelis","29/05/2020"
6367,"Aves_BN5715Benque31FR_29V2020_1515.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5715Benque31FR_29V2020_1515.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5715Benque31FR_29V2020_1515.txt","Aves_BN5715Benque31FR_29V2020_1515","Carduelis carduelis","29/05/2020"
6368,"Aves_BN5716Benque31FR_29V2020_1616.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5716Benque31FR_29V2020_1616.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5716Benque31FR_29V2020_1616.txt","Aves_BN5716Benque31FR_29V2020_1616","Carduelis carduelis","29/05/2020"
6369,"Aves_BN5726Benque31FR_29V2020_2424.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5726Benque31FR_29V2020_2424.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5726Benque31FR_29V2020_2424.txt","Aves_BN5726Benque31FR_29V2020_2424","Carduelis carduelis","29/05/2020"
6370,"Aves_BN5727Benque31FR_29V2020_2424.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5727Benque31FR_29V2020_2424.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5727Benque31FR_29V2020_2424.txt","Aves_BN5727Benque31FR_29V2020_2424","Carduelis carduelis","29/05/2020"
6371,"Aves_BN5728Benque31FR_29V2020_2424.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5728Benque31FR_29V2020_2424.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5728Benque31FR_29V2020_2424.txt","Aves_BN5728Benque31FR_29V2020_2424","Carduelis carduelis","29/05/2020"
6372,"Aves_BN5729Benque31FR_29V2020_2424.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5729Benque31FR_29V2020_2424.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5729Benque31FR_29V2020_2424.txt","Aves_BN5729Benque31FR_29V2020_2424","Carduelis carduelis","29/05/2020"
6373,"Aves_BN5730Benque31FR_29V2020_2525.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5730Benque31FR_29V2020_2525.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5730Benque31FR_29V2020_2525.txt","Aves_BN5730Benque31FR_29V2020_2525","Carduelis carduelis","29/05/2020"
6374,"Aves_BN5731Benque31FR_29V2020_2525.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5731Benque31FR_29V2020_2525.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5731Benque31FR_29V2020_2525.txt","Aves_BN5731Benque31FR_29V2020_2525","Carduelis carduelis","29/05/2020"
6375,"Aves_BN5732Benque31FR_29V2020_2525.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5732Benque31FR_29V2020_2525.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5732Benque31FR_29V2020_2525.txt","Aves_BN5732Benque31FR_29V2020_2525","Carduelis carduelis","29/05/2020"
6376,"Aves_BN5734Benque31FR_29V2020_2727.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5734Benque31FR_29V2020_2727.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5734Benque31FR_29V2020_2727.txt","Aves_BN5734Benque31FR_29V2020_2727","Carduelis carduelis","29/05/2020"
6377,"Aves_BN5735Benque31FR_29V2020_2929.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5735Benque31FR_29V2020_2929.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5735Benque31FR_29V2020_2929.txt","Aves_BN5735Benque31FR_29V2020_2929","Carduelis carduelis","29/05/2020"
6378,"Aves_BN5737Benque31FR_29V2020_2929.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5737Benque31FR_29V2020_2929.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN5737Benque31FR_29V2020_2929.txt","Aves_BN5737Benque31FR_29V2020_2929","Carduelis carduelis","29/05/2020"
6379,"Aves_BN8509Terreb31FR_28V2020_303.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN8509Terreb31FR_28V2020_303.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis carduelis/Sons/Aves_BN8509Terreb31FR_28V2020_303.txt","Aves_BN8509Terreb31FR_28V2020_303","Carduelis carduelis","28/05/2020"
6380,"Aves_BN18611Mijane09FR_22V2022_0715.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis citrinella/Sons/Aves_BN18611Mijane09FR_22V2022_0715.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis citrinella/Sons/Aves_BN18611Mijane09FR_22V2022_0715.txt","Aves_BN18611Mijane09FR_22V2022_0715","Carduelis citrinella","22/05/2022"
6381,"Aves_BN18624Mijane09FR_22V2022_0720.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis citrinella/Sons/Aves_BN18624Mijane09FR_22V2022_0720.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis citrinella/Sons/Aves_BN18624Mijane09FR_22V2022_0720.txt","Aves_BN18624Mijane09FR_22V2022_0720","Carduelis citrinella","22/05/2022"
6382,"Aves_BN18625Mijane09FR_22V2022_0721.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis citrinella/Sons/Aves_BN18625Mijane09FR_22V2022_0721.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis citrinella/Sons/Aves_BN18625Mijane09FR_22V2022_0721.txt","Aves_BN18625Mijane09FR_22V2022_0721","Carduelis citrinella","22/05/2022"
6383,"Aves_BN18731Mijane09FR_22V2022_0917.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis citrinella/Sons/Aves_BN18731Mijane09FR_22V2022_0917.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis citrinella/Sons/Aves_BN18731Mijane09FR_22V2022_0917.txt","Aves_BN18731Mijane09FR_22V2022_0917","Carduelis citrinella","22/05/2022"
6384,"Aves_BN18733Mijane09FR_22V2022_0917.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis citrinella/Sons/Aves_BN18733Mijane09FR_22V2022_0917.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis citrinella/Sons/Aves_BN18733Mijane09FR_22V2022_0917.txt","Aves_BN18733Mijane09FR_22V2022_0917","Carduelis citrinella","22/05/2022"
6385,"Aves_BN18734Mijane09FR_22V2022_0917.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis citrinella/Sons/Aves_BN18734Mijane09FR_22V2022_0917.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis citrinella/Sons/Aves_BN18734Mijane09FR_22V2022_0917.txt","Aves_BN18734Mijane09FR_22V2022_0917","Carduelis citrinella","22/05/2022"
6386,"Aves_BN23014Coufle09FR_03VI2022_0848.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis citrinella/Sons/Aves_BN23014Coufle09FR_03VI2022_0848.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis citrinella/Sons/Aves_BN23014Coufle09FR_03VI2022_0848.txt","Aves_BN23014Coufle09FR_03VI2022_0848","Carduelis citrinella","03/06/2022"
6387,"Aves_BN23015Coufle09FR_03VI2022_0854.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis citrinella/Sons/Aves_BN23015Coufle09FR_03VI2022_0854.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis citrinella/Sons/Aves_BN23015Coufle09FR_03VI2022_0854.txt","Aves_BN23015Coufle09FR_03VI2022_0854","Carduelis citrinella","03/06/2022"
6388,"Aves_BN23016Coufle09FR_03VI2022_0855.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis citrinella/Sons/Aves_BN23016Coufle09FR_03VI2022_0855.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis citrinella/Sons/Aves_BN23016Coufle09FR_03VI2022_0855.txt","Aves_BN23016Coufle09FR_03VI2022_0855","Carduelis citrinella","03/06/2022"
6389,"Aves_BN23017Coufle09FR_03VI2022_0855.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis citrinella/Sons/Aves_BN23017Coufle09FR_03VI2022_0855.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis citrinella/Sons/Aves_BN23017Coufle09FR_03VI2022_0855.txt","Aves_BN23017Coufle09FR_03VI2022_0855","Carduelis citrinella","03/06/2022"
6390,"Aves_BN23018Coufle09FR_03VI2022_0855.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis citrinella/Sons/Aves_BN23018Coufle09FR_03VI2022_0855.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis citrinella/Sons/Aves_BN23018Coufle09FR_03VI2022_0855.txt","Aves_BN23018Coufle09FR_03VI2022_0855","Carduelis citrinella","03/06/2022"
6391,"Aves_BN23019Coufle09FR_03VI2022_0855.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis citrinella/Sons/Aves_BN23019Coufle09FR_03VI2022_0855.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis citrinella/Sons/Aves_BN23019Coufle09FR_03VI2022_0855.txt","Aves_BN23019Coufle09FR_03VI2022_0855","Carduelis citrinella","03/06/2022"
6392,"Aves_BN23020Coufle09FR_03VI2022_0856.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis citrinella/Sons/Aves_BN23020Coufle09FR_03VI2022_0856.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis citrinella/Sons/Aves_BN23020Coufle09FR_03VI2022_0856.txt","Aves_BN23020Coufle09FR_03VI2022_0856","Carduelis citrinella","03/06/2022"
6393,"Aves_BN23021Coufle09FR_03VI2022_0856.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis citrinella/Sons/Aves_BN23021Coufle09FR_03VI2022_0856.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis citrinella/Sons/Aves_BN23021Coufle09FR_03VI2022_0856.txt","Aves_BN23021Coufle09FR_03VI2022_0856","Carduelis citrinella","03/06/2022"
6394,"Aves_BN23022Coufle09FR_03VI2022_0857.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis citrinella/Sons/Aves_BN23022Coufle09FR_03VI2022_0857.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis citrinella/Sons/Aves_BN23022Coufle09FR_03VI2022_0857.txt","Aves_BN23022Coufle09FR_03VI2022_0857","Carduelis citrinella","03/06/2022"
6395,"Aves_BN23023Coufle09FR_03VI2022_0857.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis citrinella/Sons/Aves_BN23023Coufle09FR_03VI2022_0857.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis citrinella/Sons/Aves_BN23023Coufle09FR_03VI2022_0857.txt","Aves_BN23023Coufle09FR_03VI2022_0857","Carduelis citrinella","03/06/2022"
6396,"Aves_BN23029Coufle09FR_03VI2022_0902.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis citrinella/Sons/Aves_BN23029Coufle09FR_03VI2022_0902.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis citrinella/Sons/Aves_BN23029Coufle09FR_03VI2022_0902.txt","Aves_BN23029Coufle09FR_03VI2022_0902","Carduelis citrinella","03/06/2022"
6397,"Aves_BN23030Coufle09FR_03VI2022_0902.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis citrinella/Sons/Aves_BN23030Coufle09FR_03VI2022_0902.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Carduelis citrinella/Sons/Aves_BN23030Coufle09FR_03VI2022_0902.txt","Aves_BN23030Coufle09FR_03VI2022_0902","Carduelis citrinella","03/06/2022"
